CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
19bb314f;P1D1L1;1240232749714793;20210503T185447;6052213ef95ccf583fa12525;20210503T185432;20210504T051932;41.0;100.0;0 days 10:25:00;;;;;V1.4(5);25.433
20210503T185432;0.0;;;;;;;;;;;;;;
20210503T185932;0.586;;;;;;;;;;;;;;
20210503T190432;1.203;;;;;;;;;;;;;;
20210503T190932;1.82;;;;;;;;;;;;;;
20210503T191432;2.437;;;;;;;;;;;;;;
20210503T191932;3.055;;;;;;;;;;;;;;
20210503T192432;3.502;;;;;;;;;;;;;;
20210503T192932;4.078;;;;;;;;;;;;;;
20210503T193432;4.696;;;;;;;;;;;;;;
20210503T193932;5.313;;;;;;;;;;;;;;
20210503T194432;5.931;;;;;;;;;;;;;;
20210503T194932;6.548;;;;;;;;;;;;;;
20210503T195432;7.166;;;;;;;;;;;;;;
20210503T195932;7.784;;;;;;;;;;;;;;
20210503T200432;8.396;;;;;;;;;;;;;;
20210503T200932;8.81;;;;;;;;;;;;;;
20210503T201432;9.427;;;;;;;;;;;;;;
20210503T201932;10.045;;;;;;;;;;;;;;
20210503T202432;10.54;;;;;;;;;;;;;;
20210503T202932;11.069;;;;;;;;;;;;;;
20210503T203432;11.687;;;;;;;;;;;;;;
20210503T203932;12.146;;;;;;;;;;;;;;
20210503T204432;12.712;;;;;;;;;;;;;;
20210503T204932;13.33;;;;;;;;;;;;;;
20210503T205432;13.948;;;;;;;;;;;;;;
20210503T205932;14.566;;;;;;;;;;;;;;
20210503T210432;14.983;;;;;;;;;;;;;;
20210503T210932;15.585;;;;;;;;;;;;;;
20210503T211432;16.202;;;;;;;;;;;;;;
20210503T211932;16.82;;;;;;;;;;;;;;
20210503T212432;17.438;;;;;;;;;;;;;;
20210503T212932;17.859;;;;;;;;;;;;;;
20210503T213432;18.46;;;;;;;;;;;;;;
20210503T213932;19.077;;;;;;;;;;;;;;
20210503T214432;19.695;;;;;;;;;;;;;;
20210503T214932;20.313;;;;;;;;;;;;;;
20210503T215432;20.931;;;;;;;;;;;;;;
20210503T215932;21.549;;;;;;;;;;;;;;
20210503T220432;22.166;;;;;;;;;;;;;;
20210503T220932;22.715;;;;;;;;;;;;;;
20210503T221432;23.163;;;;;;;;;;;;;;
20210503T221932;23.54;;;;;;;;;;;;;;
20210503T222432;23.86;;;;;;;;;;;;;;
20210503T222932;24.131;;;;;;;;;;;;;;
20210503T223432;24.364;;;;;;;;;;;;;;
20210503T223932;24.566;;;;;;;;;;;;;;
20210503T224432;24.742;;;;;;;;;;;;;;
20210503T224932;24.896;;;;;;;;;;;;;;
20210503T225432;25.033;;;;;;;;;;;;;;
20210503T225932;25.154;;;;;;;;;;;;;;
20210503T230432;25.263;;;;;;;;;;;;;;
20210503T230932;25.36;;;;;;;;;;;;;;
20210503T231432;25.433;;;;;;;;;;;;;;
20210503T231932;25.433;;;;;;;;;;;;;;
20210503T232432;25.433;;;;;;;;;;;;;;
20210503T232932;25.433;;;;;;;;;;;;;;
20210503T233432;25.433;;;;;;;;;;;;;;
20210503T233932;25.433;;;;;;;;;;;;;;
20210503T234432;25.433;;;;;;;;;;;;;;
20210503T234932;25.433;;;;;;;;;;;;;;
20210503T235432;25.433;;;;;;;;;;;;;;
20210503T235932;25.433;;;;;;;;;;;;;;
20210504T000432;25.433;;;;;;;;;;;;;;
20210504T000932;25.433;;;;;;;;;;;;;;
20210504T001432;25.433;;;;;;;;;;;;;;
20210504T001932;25.433;;;;;;;;;;;;;;
20210504T002432;25.433;;;;;;;;;;;;;;
20210504T002932;25.433;;;;;;;;;;;;;;
20210504T003432;25.433;;;;;;;;;;;;;;
20210504T003932;25.433;;;;;;;;;;;;;;
20210504T004432;25.433;;;;;;;;;;;;;;
20210504T004932;25.433;;;;;;;;;;;;;;
20210504T005432;25.433;;;;;;;;;;;;;;
20210504T005932;25.433;;;;;;;;;;;;;;
20210504T010432;25.433;;;;;;;;;;;;;;
20210504T010932;25.433;;;;;;;;;;;;;;
20210504T011432;25.433;;;;;;;;;;;;;;
20210504T011932;25.433;;;;;;;;;;;;;;
20210504T012432;25.433;;;;;;;;;;;;;;
20210504T012932;25.433;;;;;;;;;;;;;;
20210504T013432;25.433;;;;;;;;;;;;;;
20210504T013932;25.433;;;;;;;;;;;;;;
20210504T014432;25.433;;;;;;;;;;;;;;
20210504T014932;25.433;;;;;;;;;;;;;;
20210504T015432;25.433;;;;;;;;;;;;;;
20210504T015932;25.433;;;;;;;;;;;;;;
20210504T020432;25.433;;;;;;;;;;;;;;
20210504T020932;25.433;;;;;;;;;;;;;;
20210504T021432;25.433;;;;;;;;;;;;;;
20210504T021932;25.433;;;;;;;;;;;;;;
20210504T022432;25.433;;;;;;;;;;;;;;
20210504T022932;25.433;;;;;;;;;;;;;;
20210504T023432;25.433;;;;;;;;;;;;;;
20210504T023932;25.433;;;;;;;;;;;;;;
20210504T024432;25.433;;;;;;;;;;;;;;
20210504T024932;25.433;;;;;;;;;;;;;;
20210504T025432;25.433;;;;;;;;;;;;;;
20210504T025932;25.433;;;;;;;;;;;;;;
20210504T030432;25.433;;;;;;;;;;;;;;
